"","GENN.freq","GNN.SigProp.freq"
"RGP1__porphobilinogen",4,0
"RGS20__X.4238",0,1
"RGS3__N.5...aminocarbonyl..L.ornithine",1,0
"RGS4__tyrosine",1,0
"RHBDD2__porphobilinogen",1,0
"RHBDD3__gamma.glu.cys",1,0
"RHBDF2__aspartate",1,0
"RHBDF2__glyceraldehyde",1,0
"RHBDF2__glycerol",1,0
"RHBDF2__methionine",1,0
"RHBDF2__phenylalanine",1,0
"RHBDF2__S..5..adenosyl..L.methionine",1,0
"RHBDF2__serine",1,0
"RHBDF2__taurine",1,0
"RHBDF2__tetradecanoic.acid",1,0
"RHBDF2__valine",1,0
"RHBDF2__X.2.Aminoethyl.phosphonate",1,0
"RHBDF2__X2..deoxyadenosine.5..diphosphate",1,0
"RHBDL3__porphobilinogen",1,0
"RHBG__anthranilic.acid",1,0
"RHO__tetradecanoic.acid",1,0
"RHPN1__L.alpha.glycerophosphorylcholine",2,0
"RICTOR__X.4238",0,1
"RIIAD1__porphobilinogen",1,0
"RIMKLA__guanosine",1,0
"RIMKLB__cysteine",1,0
"RIMS3__phenylalanine",1,0
"RIN1__gamma.glu.cys",1,0
"RIN2__porphobilinogen",5,0
"RIN2__succinate",2,0
"RIN3__creatinine",1,0
"RIN3__porphobilinogen",1,0
"RITA1__L.alpha.glycerophosphorylcholine",3,0
"RLN3__citric.acid",1,0
"RMDN3__caffeine",1,0
"RNASE1__uracil",2,0
"RNASE11__porphobilinogen",3,0
"RNASE2__L.alpha.glycerophosphorylcholine",1,0
"RNASE2__sn.Glycerol.3.phosphate",7,0
"RNASEH2C__creatinine",1,0
"RNASEL__L.alpha.glycerophosphorylcholine",3,0
"RNASEL__sn.Glycerol.3.phosphate",10,0
"RND1__N.5...aminocarbonyl..L.ornithine",1,0
"RND3__creatinine",1,0
"RND3__DL.cystathionine",1,0
"RND3__X.4238",0,1
"RNF10__X.p.Hydroxyphenyl.lactic.acid",2,0
"RNF11__porphobilinogen",1,0
"RNF111__inosine",1,0
"RNF111__porphobilinogen",6,0
"RNF122__sn.Glycerol.3.phosphate",1,0
"RNF133__porphobilinogen",5,0
"RNF138__porphobilinogen",1,0
"RNF14__porphobilinogen",1,0
"RNF14__S.adenosyl.l.homocysteine",1,0
"RNF150__Kynurenic.acid",1,0
"RNF157.AS1__taurine",1,0
"RNF166__porphobilinogen",5,0
"RNF169__porphobilinogen",4,0
"RNF187__tetradecanoic.acid",1,0
"RNF2__porphobilinogen",4,0
"RNF208__citric.acid",1,0
"RNF208__porphobilinogen",2,0
"RNF214__porphobilinogen",1,0
"RNF4__L.alpha.glycerophosphorylcholine",1,0
"RNF44__porphobilinogen",9,0
"RNFT1__creatinine",1,0
"RNH1__porphobilinogen",9,0
"RNH1__tetradecanoic.acid",1,0
"RNPEP__guanine",1,0
"RNPEP__porphobilinogen",1,0
"ROBO4__citric.acid",1,0
"ROCK2__cysteine",1,0
"ROCK2__Kynurenic.acid",2,0
"ROR1__citric.acid",1,0
"RPARP.AS1__L.alpha.glycerophosphorylcholine",1,0
"RPARP.AS1__sn.Glycerol.3.phosphate",5,0
"RPE65__guanosine",1,0
"RPF2__porphobilinogen",1,0
"RPGRIP1__porphobilinogen",1,0
"RPL11__tetradecanoic.acid",1,0
"RPL22__L.alpha.glycerophosphorylcholine",1,0
"RPL22__X.p.Hydroxyphenyl.lactic.acid",1,0
"RPL23AP53__caffeine",1,0
"RPL24__sn.Glycerol.3.phosphate",1,0
"RPL34__porphobilinogen",1,0
"RPL36A.HNRNPH2__X.4238",0,1
"RPL37A__X.p.Hydroxyphenyl.lactic.acid",9,0
"RPN2__sn.Glycerol.3.phosphate",2,0
"RPP14__guanosine.5...monophosphate",1,0
"RPP14__porphobilinogen",1,0
"RPP21__Kynurenic.acid",9,0
"RPP40__D.ribose",1,0
"RPP40__Kynurenic.acid",12,0
"RPP40__sn.Glycerol.3.phosphate",1,0
"RPRM__S.adenosyl.l.homocysteine",1,0
"RPS11__creatinine",10,0
"RPS29__porphobilinogen",8,0
"RPS4X__tetradecanoic.acid",1,0
"RPS6KA2.AS1__porphobilinogen",4,0
"RPUSD4__cysteine",1,0
"RRAS__guanosine",1,0
"RRBP1__porphobilinogen",8,0
"RRNAD1__porphobilinogen",9,0
"RRP15__taurine",1,0
"RRP7A__porphobilinogen",1,0
"RRP9__sn.Glycerol.3.phosphate",1,0
"RRS1__n.dodecanoate",2,0
"RSAD1__adenine",1,0
"RSAD1__methionine",1,0
"RSAD1__tetradecanoic.acid",1,0
"RSAD1__trans.4.hydroxyproline",1,0
"RSAD1__valine",1,0
"RSG1__X2..deoxyuridine.5..triphosphate",0,1
"RSPH4A__porphobilinogen",4,0
"RSPO3__porphobilinogen",1,0
"RSPO4__L.alpha.glycerophosphorylcholine",2,0
"RTN1__porphobilinogen",9,0
"RTN2__porphobilinogen",6,0
"RUNX1T1__X.4238",0,1
"RUNX2__porphobilinogen",9,0
"RUVBL2__porphobilinogen",2,0
"RWDD3__X.4238",0,2
"RXRA__gamma.glu.cys",4,0
"RXRA__Kynurenic.acid",1,0
"RXRB__porphobilinogen",1,0
"RYK__X.p.Hydroxyphenyl.lactic.acid",1,0
"RYR3__Kynurenic.acid",2,0
"S100A11__adenine",1,0
"S100A11__beta.alanine",1,0
"S100A11__inositol.1.phosphate",1,0
"S100A11__methionine",1,0
"S100A11__n.hexadecanoic.acid",1,0
"S100A11__oxitryptan",1,0
"S100A11__taurine",1,0
"S100A11__tyramine",1,0
"S100A11__valine",1,0
"S100A11__xanthine",1,0
"S1PR3__X.p.Hydroxyphenyl.lactic.acid",4,0
"S1PR4__n.dodecanoate",18,0
"SAA2.SAA4__adenine",1,0
"SAA2.SAA4__beta.alanine",1,0
"SAA2.SAA4__citric.acid",1,0
"SAA2.SAA4__creatinine",1,0
"SAA2.SAA4__glycerol",1,0
"SAA2.SAA4__hypotaurine",1,0
"SAA2.SAA4__leucine",1,0
"SAA2.SAA4__methionine",1,0
"SAA2.SAA4__ornithine",1,0
"SAA2.SAA4__taurine",1,0
"SAA2.SAA4__trans.4.hydroxyproline",1,0
"SAA2.SAA4__tyramine",1,0
"SAA2.SAA4__valine",1,0
"SAA2.SAA4__X5..s.methyl.5..thioadenosine",1,0
"SAA2.SAA4__xanthine",1,0
"SACM1L__porphobilinogen",1,0
"SACS__phenylalanine",1,0
"SAG__L.alpha.glycerophosphorylcholine",1,0
"SAMD10__porphobilinogen",1,0
"SAP30BP__tetradecanoic.acid",1,0
"SASH3__Kynurenic.acid",6,0
"SAV1__porphobilinogen",4,0
"SBK1__porphobilinogen",1,0
"SBSN__porphobilinogen",2,0
"SCAF1__porphobilinogen",3,0
"SCAMP1.AS1__L.alpha.glycerophosphorylcholine",2,0
"SCAMP4__creatinine",1,0
"SCARB2__Kynurenic.acid",5,0
"SCEL__phenylalanine",1,0
"SCFD1__phosphoenolpyruvate",1,0
"SCFD1__porphobilinogen",7,0
"SCML2__X.1086",0,6
"SCN11A__cysteine",2,0
"SCN1A__N.5...aminocarbonyl..L.ornithine",1,0
"SCN2A__porphobilinogen",1,0
"SCN3B__X.4238",0,1
"SCN4B__hypotaurine",2,0
"SCN4B__n.hexadecanoic.acid",2,0
"SCN4B__taurine",1,0
"SCN4B__trans.4.hydroxyproline",1,0
"SCN4B__valine",1,0
"SCN5A__L.alpha.glycerophosphorylcholine",1,0
"SCN5A__succinate",1,0
"SCRG1__X2..deoxyuridine.5..triphosphate",0,1
"SCRN3__L.alpha.glycerophosphorylcholine",1,0
"SCT__L.alpha.glycerophosphorylcholine",1,0
"SDF2__sn.Glycerol.3.phosphate",1,0
"SDK1__porphobilinogen",2,0
"SDR16C5__Kynurenic.acid",1,0
"SDR16C5__tyrosine",1,0
"SDR16C5__X.p.Hydroxyphenyl.lactic.acid",12,0
"SDR42E1__guanosine",1,0
"SDR42E1__uracil",1,0
"SDR42E1__uridine",1,0
"SDSL__Kynurenic.acid",1,0
"SEC14L1__N.5...aminocarbonyl..L.ornithine",1,0
"SEC24A__cysteine",1,0
"SEC24B__lactate",1,0
"SEC24B__X3.hydroxy.3.methylglutarate",2,0
"SEC62__L.alpha.glycerophosphorylcholine",1,0
"SECISBP2__X.4238",0,1
"SECTM1__guanosine",1,0
"SEH1L__Kynurenic.acid",3,0
"SEMA4B__Kynurenic.acid",5,0
"SEMA6A__gamma.glu.cys",1,0
"SEMA6A__succinate",1,0
"SEMG2__malic.acid",1,0
"SENP1__gamma.L.glutamyl.L.glutamine",1,0
"SENP3.EIF4A1__cholesterol",0,1
"SENP3.EIF4A1__guanosine",1,0
"SENP3.EIF4A1__uridine",3,0
"SEPT10__X.4238",0,1
"SEPT11__L.alpha.glycerophosphorylcholine",1,0
"SEPW1__gamma.glu.cys",1,0
"SERAC1__X.4238",0,1
"SERPINA4__Kynurenic.acid",1,0
"SERPINA5__porphobilinogen",1,0
"SERPINA6__ethylmalonic.acid",3,0
"SERPINB1__cysteine",1,0
"SERPINB4__gamma.glu.cys",1,0
"SERPINB4__Kynurenic.acid",1,0
"SERPINB8__creatinine",5,0
"SERPINB8__succinate",1,0
"SERPIND1__Spermidine",1,0
"SERPINE1__sn.Glycerol.3.phosphate",4,0
"SERPINF2__porphobilinogen",6,0
"SERPINH1__porphobilinogen",1,0
"SERPINI1__Kynurenic.acid",1,0
"SETD2__L.alpha.glycerophosphorylcholine",2,0
"SETD9__porphobilinogen",1,0
"SETDB1__D.ribose",1,0
"SETDB1__lactate",1,0
"SF3A2__L.alpha.glycerophosphorylcholine",1,0
"SF3B1__L.alpha.glycerophosphorylcholine",1,0
"SF3B2__L.alpha.glycerophosphorylcholine",1,0
"SF3B2__Spermidine",1,0
"SF3B4__porphobilinogen",1,0
"SFRP4__X5.oxoproline",1,0
"SFTA2__X.p.Hydroxyphenyl.lactic.acid",1,0
"SFTPB__N.5...aminocarbonyl..L.ornithine",2,0
"SFXN4__n.dodecanoate",1,0
"SGCA__L.alpha.glycerophosphorylcholine",1,0
"SGCB__creatinine",1,0
"SGK1__sn.Glycerol.3.phosphate",2,0
"SGSM3__porphobilinogen",1,0
"SH2D3C__L.alpha.glycerophosphorylcholine",1,0
"SH2D4A__L.alpha.glycerophosphorylcholine",1,0
"SH3BP5__porphobilinogen",1,0
"SH3GLB2__L.alpha.glycerophosphorylcholine",1,0
"SH3GLB2__porphobilinogen",1,0
"SH3PXD2A__porphobilinogen",1,0
"SH3RF3.AS1__X3.hydroxy.3.methylglutarate",2,0
"SHARPIN__porphobilinogen",1,0
"SHC2__porphobilinogen",1,0
"SHC4__porphobilinogen",1,0
"SHCBP1L__uracil",2,0
"SHE__porphobilinogen",6,0
"SHISA5__citric.acid",0,1
"SHMT2__cysteine",4,0
"SHQ1__uracil",1,0
"SIAH2__Kynurenic.acid",7,0
"SIDT1__L.alpha.glycerophosphorylcholine",1,0
"SIDT1__sn.Glycerol.3.phosphate",3,0
"SIDT2__anthranilic.acid",1,0
"SIDT2__X.p.Hydroxyphenyl.lactic.acid",2,0
"SIGLEC15__X2..deoxyuridine.5..triphosphate",0,1
"SIGLEC5__L.alpha.glycerophosphorylcholine",1,0
"SIGLEC5__porphobilinogen",1,0
"SIPA1L2__succinate",2,0
"SIRT5__porphobilinogen",8,0
"SIRT7__guanosine",1,0
"SIT1__Kynurenic.acid",2,0
"SIT1__tyrosine",1,0
"SIVA1__X.4238",0,1
"SIX2__caffeine",1,0
"SIX4__X.p.Hydroxyphenyl.lactic.acid",1,0
"SLC10A4__porphobilinogen",1,0
"SLC12A5__sorbitol",1,0
"SLC15A2__porphobilinogen",3,0
"SLC16A1__ethylmalonic.acid",3,0
"SLC16A12.AS1__adenine",2,0
"SLC16A12.AS1__anthranilic.acid",1,0
"SLC16A12.AS1__beta.alanine",1,0
"SLC16A12.AS1__fumaric.acid",4,0
"SLC16A12.AS1__guanosine.5...monophosphate",1,0
"SLC16A12.AS1__hypotaurine",1,0
"SLC16A12.AS1__methionine",1,0
"SLC16A12.AS1__n.hexadecanoic.acid",1,0
"SLC16A12.AS1__phenylalanine",2,0
"SLC16A12.AS1__succinate",1,0
"SLC16A12.AS1__taurine",2,0
"SLC16A12.AS1__tetradecanoic.acid",1,0
"SLC16A12.AS1__tyramine",2,0
"SLC16A12.AS1__valine",2,0
"SLC16A12.AS1__X4.Guanidinobutanoic.acid",2,0
"SLC16A5__cysteine",1,0
"SLC16A5__n.dodecanoate",1,0
"SLC16A8__guanine",1,0
"SLC17A3__porphobilinogen",1,0
"SLC18A2__L.alpha.glycerophosphorylcholine",2,0
"SLC18A2__porphobilinogen",5,0
"SLC18A2__sn.Glycerol.3.phosphate",2,0
"SLC19A1__taurine",1,0
"SLC19A3__porphobilinogen",1,0
"SLC1A3__porphobilinogen",1,0
"SLC1A4__DL.cystathionine",1,0
"SLC1A5__guanine",1,0
"SLC22A1__porphobilinogen",1,0
"SLC22A13__guanosine",1,0
"SLC22A15__gamma.glu.cys",1,0
"SLC22A16__homogentisate",1,0
"SLC22A6__L.alpha.glycerophosphorylcholine",2,0
"SLC23A1__creatinine",4,0
"SLC23A2__Spermidine",1,0
"SLC23A2__X2.3.diphospho.D.glyceric.acid",1,0
"SLC25A12__n.dodecanoate",2,0
"SLC25A15__inosine",1,0
"SLC25A17__X.4238",0,1
"SLC25A29__sn.Glycerol.3.phosphate",6,0
"SLC25A45__porphobilinogen",1,0
"SLC25A46__oxitryptan",1,0
"SLC26A1__tyrosine",1,0
"SLC26A2__guanosine",1,0
"SLC26A9__porphobilinogen",2,0
"SLC27A3__X.4238",0,2
"SLC28A2__cysteine",2,0
"SLC2A11__porphobilinogen",10,0
"SLC2A5__cysteine",1,0
"SLC2A6__guanine",1,0
"SLC2A8__porphobilinogen",3,0
"SLC33A1__gamma.glu.cys",1,0
"SLC35A1__gamma.glu.cys",1,0
"SLC35B3__porphobilinogen",8,0
"SLC35E2__porphobilinogen",3,0
"SLC35F2__porphobilinogen",1,0
"SLC35G2__porphobilinogen",1,0
"SLC37A2__cholesterol",1,0
"SLC37A2__glyceric.acid",1,0
"SLC37A2__glycerol",1,0
"SLC37A2__inosine",1,0
"SLC37A2__phenylalanine",1,0
"SLC37A2__porphobilinogen",3,0
"SLC37A2__tyramine",1,0
"SLC37A2__X.3888",0,1
"SLC38A10__citric.acid",1,0
"SLC38A2__N.5...aminocarbonyl..L.ornithine",1,0
"SLC38A2__uracil",1,0
"SLC38A2__X.4238",0,1
"SLC38A3__porphobilinogen",2,0
"SLC38A3__X.1330",0,1
"SLC38A5__L.alpha.glycerophosphorylcholine",1,0
"SLC38A6__porphobilinogen",3,0
"SLC39A1__X.4238",0,2
"SLC39A3__S.adenosyl.l.homocysteine",1,0
"SLC39A4__cysteine",1,0
"SLC39A4__phenylalanine",1,0
"SLC3A1__n.dodecanoate",1,0
"SLC43A1__citric.acid",1,0
"SLC45A1__caffeine",1,0
"SLC46A2__tetradecanoic.acid",1,0
"SLC46A3__X.p.Hydroxyphenyl.lactic.acid",10,0
"SLC4A1AP__creatinine",1,0
"SLC4A3__porphobilinogen",1,0
"SLC4A8__porphobilinogen",3,0
"SLC4A9__porphobilinogen",4,0
"SLC5A2__porphobilinogen",2,0
"SLC5A3__X5.oxoproline",1,0
"SLC5A4__guanosine",1,0
"SLC5A8__X.4238",0,1
"SLC6A15__porphobilinogen",1,0
"SLC6A16__Kynurenic.acid",3,0
"SLC6A16__L.alpha.glycerophosphorylcholine",7,0
"SLC6A2__guanosine",1,0
"SLC6A2__uracil",1,0
"SLC8A2__D.ribose",1,0
"SLC8A2__tetradecanoic.acid",1,0
"SLC9A3__Kynurenic.acid",1,0
"SLC9A3R2__asparagine",0,1
"SLC9B2__gamma.glu.cys",1,0
"SLCO1B1__alpha.D.ribose.5.phosphate",1,0
"SLCO1B1__succinate",1,0
"SLCO1B3__X2..deoxyuridine.5..triphosphate",0,1
"SLIT1.AS1__porphobilinogen",7,0
"SLTM__X.4238",0,1
"SLU7__X.4238",0,2
"SMAD4__beta.alanine",1,0
"SMAD4__inosine",1,0
"SMAD4__tyramine",1,0
"SMAD7__porphobilinogen",4,0
"SMAP1__gamma.glu.cys",1,0
"SMARCA5__L.alpha.glycerophosphorylcholine",3,0
"SMARCA5__sn.Glycerol.3.phosphate",1,0
"SMARCAL1__inosine",1,0
"SMARCC1__L.alpha.glycerophosphorylcholine",2,0
"SMARCC1__sn.Glycerol.3.phosphate",4,0
"SMARCD3__porphobilinogen",1,0
"SMC6__citric.acid",1,0
"SMDT1__gamma.glu.cys",2,0
"SMDT1__X2..deoxyuridine.5..triphosphate",0,1
"SMIM22__porphobilinogen",1,0
"SMIM3__gamma.glu.cys",1,0
"SMIM4__L.alpha.glycerophosphorylcholine",2,0
"SMKR1__cysteine",1,0
"SMO__niacinamide",1,0
"SMOC1__porphobilinogen",14,0
"SMOX__porphobilinogen",2,0
"SMPD1__anthranilic.acid",1,0
"SMTNL1__porphobilinogen",1,0
"SMYD1__malic.acid",1,0
"SMYD1__succinate",1,0
"SMYD3__tetradecanoic.acid",1,0
"SNAP25__L.alpha.glycerophosphorylcholine",2,0
"SNAP25__porphobilinogen",1,0
"SNAP25__sn.Glycerol.3.phosphate",7,0
"SNCAIP__X2..deoxyuridine.5..triphosphate",0,1
"SNCB__tyrosine",1,0
"SNED1__L.alpha.glycerophosphorylcholine",1,0
"SNED1__sn.Glycerol.3.phosphate",1,0
"SNHG22__guanine",1,0
"SNHG22__histidine",1,0
"SNHG22__phenylalanine",1,0
"SNHG22__valine",1,0
"SNORA66__X.4238",0,1
"SNORD19B__sn.Glycerol.3.phosphate",4,0
"SNORD42A__X.4238",0,1
"SNRK__L.alpha.glycerophosphorylcholine",1,0
"SNRK.AS1__X5.oxoproline",1,0
"SNRNP200__gamma.L.glutamyl.L.glutamine",1,0
"SNRPB2__guanosine",1,0
"SNRPD2__sn.Glycerol.3.phosphate",4,0
"SNRPF__cysteine",2,0
"SNRPF__porphobilinogen",4,0
"SNTG1__gamma.glu.cys",2,0
"SNUPN__gamma.glu.cys",1,0
"SNX11__creatinine",7,0
"SNX15__porphobilinogen",1,0
"SNX17__Spermidine",1,0
"SNX19__tyrosine",1,0
"SNX21__gamma.glu.cys",1,0
"SNX27__guanosine",1,0
"SOAT2__hypoxanthine",1,0
"SOAT2__S.adenosyl.l.homocysteine",1,0
"SOBP__porphobilinogen",1,0
"SOCS1__guanine",1,0
"SOCS1__tetradecanoic.acid",1,0
"SOD3__L.alpha.glycerophosphorylcholine",1,0
"SORBS1__creatinine",1,0
"SORBS1__malic.acid",1,0
"SORBS1__succinate",2,0
"SORBS2__porphobilinogen",12,0
"SORCS2__cysteine",1,0
"SORCS3.AS1__creatinine",6,0
"SORT1__porphobilinogen",11,0
"SOX15__X.p.Hydroxyphenyl.lactic.acid",3,0
"SOX2.OT__porphobilinogen",1,0
"SOX21__gamma.glu.cys",1,0
"SOX21__porphobilinogen",1,0
"SOX3__porphobilinogen",1,0
"SOX7__porphobilinogen",1,0
"SP1__X.4238",0,1
"SP140__uracil",1,0
"SP3P__guanosine",1,0
"SP6__X.p.Hydroxyphenyl.lactic.acid",1,0
"SPACA7__porphobilinogen",7,0
"SPAG5__porphobilinogen",2,0
"SPATA24__X2..deoxyuridine.5..triphosphate",0,1
"SPATA2L__creatinine",1,0
"SPATA3.AS1__S.adenosyl.l.homocysteine",1,0
"SPATA31C2__porphobilinogen",1,0
"SPATA6__N.5...aminocarbonyl..L.ornithine",1,0
"SPATA7__creatinine",16,0
"SPATS2__inosine",1,0
"SPDYA__X.4238",0,1
"SPEF1__X2..deoxyuridine.5..triphosphate",0,1
"SPEN__Kynurenic.acid",3,0
"SPG11__porphobilinogen",4,0
"SPG20__porphobilinogen",10,0
"SPG20__succinate",2,0
"SPG20.AS1__porphobilinogen",2,0
"SPIRE1__sn.Glycerol.3.phosphate",1,0
"SPIRE2__ethylmalonic.acid",1,0
"SPNS1__guanine",1,0
"SPNS3__Kynurenic.acid",1,0
"SPO11__gamma.glu.cys",2,0
"SPOCK2__creatinine",1,0
"SPOP__X5.oxoproline",1,0
"SPPL2A__taurine",1,0
"SPRR1B__porphobilinogen",1,0
"SPRR2C__porphobilinogen",1,0
"SPSB3__porphobilinogen",1,0
"SPSB4__L.alpha.glycerophosphorylcholine",1,0
"SPTLC3__homogentisate",1,0
"SPTY2D1.AS1__porphobilinogen",1,0
"SPZ1__pyridoxal",12,0
"SQLE__gamma.glu.cys",2,0
"SQSTM1__porphobilinogen",1,0
"SRA1__porphobilinogen",2,0
"SRD5A2__Kynurenic.acid",3,0
"SRD5A3__gamma.L.glutamyl.L.glutamine",1,0
"SREBF1__tyrosine",1,0
"SRF__creatinine",6,0
"SRL__porphobilinogen",1,0
"SRPK1__L.alpha.glycerophosphorylcholine",2,0
"SRPK1__sn.Glycerol.3.phosphate",5,0
"SRPX__porphobilinogen",1,0
"SRPX2__N.5...aminocarbonyl..L.ornithine",1,0
"SRRT__guanosine",1,0
"SRSF1__creatinine",7,0
"SRSF3__Kynurenic.acid",1,0
"SSBP1__inosine",1,0
"SSBP2__creatinine",10,0
"SSBP3__adenine",1,0
"SSBP3__asparagine",1,0
"SSBP3__beta.alanine",2,0
"SSBP3__citric.acid",1,0
"SSBP3__cysteine",4,0
"SSBP3__glycerol",1,0
"SSBP3__guanine",1,0
"SSBP3__hypotaurine",4,0
"SSBP3__leucine",1,0
"SSBP3__methionine",3,0
"SSBP3__N.5...aminocarbonyl..L.ornithine",2,0
"SSBP3__n.hexadecanoic.acid",2,0
"SSBP3__ornithine",1,0
"SSBP3__phenylalanine",4,0
"SSBP3__trans.4.hydroxyproline",2,0
"SSBP3__tyramine",3,0
"SSBP3__valine",4,0
"SSBP3__X2..deoxyadenosine.5..diphosphate",1,0
"SSBP3__xanthine",1,0
"SSH3__porphobilinogen",10,0
"SSH3__quinolinic.acid",1,0
"SSRP1__L.alpha.glycerophosphorylcholine",2,0
"SSRP1__sn.Glycerol.3.phosphate",6,0
"SSTR3__L.alpha.glycerophosphorylcholine",2,0
"SSTR3__porphobilinogen",1,0
"SSUH2__inosine",1,0
"SSX3__gamma.glu.cys",3,0
"ST5__fumaric.acid",1,0
"ST6GAL1__X2..deoxyuridine.5..triphosphate",0,1
"ST8SIA2__L.alpha.glycerophosphorylcholine",1,0
"STAB2__gamma.glu.cys",1,0
"STAC__porphobilinogen",5,0
"STAC2__porphobilinogen",1,0
"STAG1__porphobilinogen",1,0
"STAG3__L.alpha.glycerophosphorylcholine",2,0
"STAR__L.alpha.glycerophosphorylcholine",3,0
"STARD3__sn.Glycerol.3.phosphate",1,0
"STARD5__creatinine",2,0
"STARD5__X.p.Hydroxyphenyl.lactic.acid",1,0
"STARD9__porphobilinogen",1,0
"STAT4__cysteine",1,0
"STAT6__proline",1,0
"STATH__Kynurenic.acid",9,0
"STEAP1__porphobilinogen",6,0
"STEAP2__L.alpha.glycerophosphorylcholine",2,0
"STEAP2__porphobilinogen",6,0
"STEAP3__L.alpha.glycerophosphorylcholine",3,0
"STEAP4__X.2177",0,1
"STK11__porphobilinogen",8,0
"STK16__tyrosine",1,0
"STPG1__porphobilinogen",1,0
"STRA13__porphobilinogen",5,0
"STRA6__porphobilinogen",15,0
"STT3A__X2..deoxyuridine.5..triphosphate",0,1
"STX12__guanosine",1,0
"STX16__porphobilinogen",1,0
"STX18__guanosine",1,0
"STXBP4__succinate",2,0
"STXBP5.AS1__guanine",1,0
"STYK1__inosine",1,0
"SUCLG2__porphobilinogen",8,0
"SUCO__L.alpha.glycerophosphorylcholine",2,0
"SUGP1__creatinine",2,0
"SULT1A2__porphobilinogen",1,0
"SULT1A2__sn.Glycerol.3.phosphate",1,0
"SUMF1__S.adenosyl.l.homocysteine",1,0
"SUN3__Spermidine",1,0
"SUN5__gamma.L.glutamyl.L.glutamine",1,0
"SUPT6H__S.adenosyl.l.homocysteine",1,0
"SUPT7L__guanosine",1,0
"SUPV3L1__L.alpha.glycerophosphorylcholine",1,0
"SURF4__creatinine",1,0
"SURF4__succinate",1,0
"SUV420H1__L.alpha.glycerophosphorylcholine",1,0
"SUV420H1__porphobilinogen",10,0
"SUV420H1__sn.Glycerol.3.phosphate",1,0
"SVIP__creatinine",1,0
"SVOP__porphobilinogen",12,0
"SWT1__porphobilinogen",2,0
"SYCP3__gamma.glu.cys",1,0
"SYF2__porphobilinogen",1,0
"SYK__n.dodecanoate",1,0
"SYNDIG1__gamma.glu.cys",1,0
"SYNDIG1L__X5.oxoproline",1,0
"SYNPO2__porphobilinogen",16,0
"SYNRG__tetradecanoic.acid",1,0
"SYNRG__X.p.Hydroxyphenyl.lactic.acid",2,0
"SYPL2__creatinine",8,0
"SYS1__L.alpha.glycerophosphorylcholine",2,0
"SYT13__porphobilinogen",1,0
"SYT2__caffeine",22,0
"SYT2__cysteine",3,0
"SYT2__Kynurenic.acid",2,0
"SYT9__X.4238",0,1
"T__hypoxanthine",3,0
"T__porphobilinogen",4,0
"TAC1__Kynurenic.acid",1,0
"TACO1__guanine",1,0
"TACR3__L.alpha.glycerophosphorylcholine",1,0
"TADA2A__L.alpha.glycerophosphorylcholine",3,0
"TAF1A.AS1__creatinine",7,0
"TAF5__citric.acid",1,0
"TAF6__guanine",1,0
"TAF6L__L.alpha.glycerophosphorylcholine",1,0
"TAF6L__porphobilinogen",1,0
"TAF7L__phosphoenolpyruvate",1,0
"TAF7L__X5.oxoproline",1,0
"TAF9B__porphobilinogen",1,0
"TAGLN3__tetradecanoic.acid",1,0
"TANK__porphobilinogen",1,0
"TAOK2__L.alpha.glycerophosphorylcholine",1,0
"TAOK2__phosphoenolpyruvate",1,0
"TAP1__X.p.Hydroxyphenyl.lactic.acid",1,0
"TAS2R14__L.alpha.glycerophosphorylcholine",1,0
"TAS2R9__porphobilinogen",1,0
"TAZ__L.alpha.glycerophosphorylcholine",1,0
"TBC1D10C__beta.alanine",0,1
"TBC1D12__porphobilinogen",7,0
"TBC1D17__tyrosine",1,0
"TBC1D29__sn.Glycerol.3.phosphate",1,0
"TBC1D3P1.DHX40P1__creatinine",6,0
"TBC1D3P1.DHX40P1__sn.Glycerol.3.phosphate",1,0
"TBCK__inosine",1,0
"TBL1XR1__succinate",1,0
"TBL3__sn.Glycerol.3.phosphate",1,0
"TBX15__porphobilinogen",1,0
"TBX18__porphobilinogen",1,0
"TBX2__N.5...aminocarbonyl..L.ornithine",1,0
"TBX21__uracil",1,0
"TBX3__sn.Glycerol.3.phosphate",1,0
"TCEA1__inositol.1.phosphate",1,0
"TCEAL8__sn.Glycerol.3.phosphate",6,0
"TCEANC2__tyrosine",1,0
"TCEB2__L.alpha.glycerophosphorylcholine",1,0
"TCEB3.AS1__cysteine",1,0
"TCERG1__asparagine",1,0
"TCERG1__glyceraldehyde",1,0
"TCERG1__n.hexadecanoic.acid",1,0
"TCERG1__S..5..adenosyl..L.methionine",1,0
"TCERG1__succinate",1,0
"TCERG1__trans.4.hydroxyproline",1,0
"TCERG1__tyramine",1,0
"TCERG1__valine",1,0
"TCF15__gamma.glu.cys",2,0
"TCF7__asparagine",1,0
"TCF7__citric.acid",1,0
"TCF7__glyceraldehyde",1,0
"TCF7__guanosine.5...monophosphate",1,0
"TCF7__leucine",2,0
"TCF7__methionine",3,0
"TCF7__ornithine",1,0
"TCF7__phenylalanine",2,0
"TCF7__proline",1,0
"TCF7__serine",2,0
"TCF7__taurine",1,0
"TCF7__tetradecanoic.acid",1,0
"TCF7__trans.4.hydroxyproline",1,0
"TCF7__valine",2,0
"TCF7__xanthine",1,0
"TCFL5__succinate",1,0
"TCHP__X.4238",0,1
"TCL1B__porphobilinogen",1,0
"TCN1__cysteine",1,0
"TCP11__citric.acid",1,0
"TCP11__inosine",1,0
